user_id,signup_date,channel,country,device,age_band,ab_group
10020,2026-01-25,paid_social,UK,android,35-44,not_in_test
10021,2025-11-13,app_store,UK,ios,25-34,not_in_test
10022,2025-11-25,app_store,ES,android,45+,not_in_test
10023,2026-04-11,organic,PL,android,25-34,treatment
10024,2026-03-13,organic,UK,ios,25-34,control
10025,2025-09-29,app_store,UK,android,25-34,not_in_test
10026,2025-11-14,organic,UK,ios,18-24,not_in_test
10027,2026-08-19,organic,ES,ios,45+,not_in_test
10028,2026-05-23,organic,UK,ios,25-34,not_in_test
10029,2026-06-02,referral,PL,android,25-34,not_in_test
10030,2025-11-11,organic,PT,ios,45+,not_in_test
10031,2025-09-24,organic,UK,android,18-24,not_in_test
10032,2025-12-16,paid_social,PL,ios,35-44,not_in_test
10033,2026-07-09,referral,PT,ios,18-24,not_in_test
10034,2026-03-04,organic,ES,android,25-34,control
10035,2026-06-13,referral,PT,ios,25-34,not_in_test
10036,2026-02-25,paid_social,UK,ios,35-44,not_in_test
10037,2026-02-26,paid_social,UK,ios,25-34,not_in_test
10038,2026-04-07,paid_social,UK,ios,25-34,control
10039,2026-08-16,organic,UK,android,18-24,not_in_test
10040,2026-02-07,organic,ES,ios,35-44,not_in_test
10041,2026-04-05,app_store,UK,android,18-24,treatment
10042,2026-08-01,organic,UK,ios,25-34,not_in_test
10043,2026-01-14,app_store,PL,android,25-34,not_in_test
10044,2026-07-03,organic,UK,ios,25-34,not_in_test
10045,2026-03-14,paid_social,PL,ios,25-34,control
10046,2026-07-17,paid_social,UK,android,35-44,not_in_test
10047,2026-02-18,app_store,ES,ios,18-24,not_in_test
10048,2026-04-18,organic,UK,ios,35-44,treatment
10049,2025-12-27,organic,PL,android,18-24,not_in_test
10050,2026-04-20,paid_social,PL,android,18-24,treatment
10051,2025-12-28,organic,UK,ios,18-24,not_in_test
10052,2026-04-10,paid_social,UK,android,35-44,control
10053,2026-06-15,app_store,PL,android,35-44,not_in_test
10054,2026-02-06,organic,ES,android,25-34,not_in_test
10055,2026-02-04,app_store,PL,android,25-34,not_in_test
10056,2025-12-27,organic,PL,ios,18-24,not_in_test
10057,2026-05-24,app_store,PL,android,35-44,not_in_test
10058,2026-04-04,app_store,PL,ios,45+,treatment
10059,2026-03-07,referral,PT,ios,45+,control
10060,2025-09-10,app_store,UK,ios,25-34,not_in_test
10061,2025-10-11,app_store,PL,ios,25-34,not_in_test
10062,2025-09-03,organic,ES,ios,25-34,not_in_test
10063,2026-07-07,organic,PL,ios,18-24,not_in_test
10064,2026-07-07,organic,PL,android,18-24,not_in_test
10065,2025-09-25,paid_social,PT,android,18-24,not_in_test
10066,2025-09-17,paid_social,UK,ios,25-34,not_in_test
10067,2026-06-12,paid_social,PL,android,18-24,not_in_test
10068,2026-03-11,referral,UK,android,35-44,control
10069,2025-12-22,paid_social,UK,ios,35-44,not_in_test
10070,2026-04-12,organic,UK,ios,25-34,control
10071,2025-11-26,organic,PT,android,45+,not_in_test
10072,2025-11-12,app_store,PL,ios,35-44,not_in_test
10073,2026-01-12,organic,ES,ios,18-24,not_in_test
10074,2026-07-24,organic,UK,ios,35-44,not_in_test
10075,2026-06-07,organic,UK,android,35-44,not_in_test
10076,2025-11-09,app_store,PL,ios,25-34,not_in_test
10077,2026-03-24,organic,UK,android,25-34,treatment
10078,2026-07-19,paid_social,PL,android,18-24,not_in_test
10079,2026-08-13,organic,UK,ios,18-24,not_in_test
10080,2026-06-05,organic,UK,android,45+,not_in_test
10081,2025-10-17,referral,PL,ios,45+,not_in_test
10082,2025-11-27,paid_social,PL,android,25-34,not_in_test
10083,2025-11-19,referral,UK,ios,18-24,not_in_test
10084,2025-10-25,organic,UK,android,18-24,not_in_test
10085,2025-11-03,app_store,UK,ios,25-34,not_in_test
10086,2025-12-25,paid_social,UK,ios,18-24,not_in_test
10087,2026-03-22,app_store,ES,android,25-34,control
10088,2026-01-23,organic,PT,android,18-24,not_in_test
10089,2026-02-01,paid_social,UK,android,45+,not_in_test
10090,2025-11-29,organic,UK,ios,18-24,not_in_test
10091,2025-10-25,referral,UK,ios,25-34,not_in_test
10092,2026-08-30,referral,UK,ios,18-24,not_in_test
10093,2026-04-07,paid_social,ES,ios,25-34,treatment
10094,2025-11-23,organic,UK,android,25-34,not_in_test
10095,2026-06-22,organic,ES,android,25-34,not_in_test
10096,2026-06-30,organic,ES,android,35-44,not_in_test
10097,2026-08-18,app_store,PT,android,35-44,not_in_test
10098,2025-10-28,organic,PL,ios,35-44,not_in_test
10099,2026-04-21,organic,UK,ios,45+,treatment
10100,2026-08-23,paid_social,ES,android,18-24,not_in_test
10101,2026-06-21,organic,ES,ios,35-44,not_in_test
10102,2025-11-22,app_store,PL,android,18-24,not_in_test
10103,2026-07-23,organic,UK,ios,25-34,not_in_test
10104,2026-02-01,app_store,UK,ios,35-44,not_in_test
10105,2026-02-25,referral,UK,ios,25-34,not_in_test
10106,2026-03-23,paid_social,UK,ios,18-24,control
10107,2026-06-08,paid_social,PL,android,18-24,not_in_test
10108,2025-10-14,referral,ES,android,35-44,not_in_test
10109,2026-03-16,referral,PT,ios,45+,treatment
10110,2026-06-25,organic,PL,android,35-44,not_in_test
10111,2026-03-19,app_store,PT,ios,18-24,control
10112,2025-12-09,paid_social,PL,ios,18-24,not_in_test
10113,2025-09-21,paid_social,PL,android,18-24,not_in_test
10114,2026-03-19,paid_social,ES,ios,25-34,treatment
10115,2026-05-15,referral,UK,ios,25-34,not_in_test
10116,2026-03-20,paid_social,ES,ios,18-24,control
10117,2026-08-23,paid_social,UK,ios,25-34,not_in_test
10118,2026-04-08,organic,PL,android,18-24,treatment
10119,2026-03-04,paid_social,PL,ios,18-24,treatment
10120,2025-09-21,organic,PL,ios,25-34,not_in_test
10121,2026-03-23,app_store,PL,android,35-44,control
10122,2025-11-01,organic,UK,ios,18-24,not_in_test
10123,2026-05-22,app_store,PT,ios,25-34,not_in_test
10124,2025-10-29,referral,UK,ios,18-24,not_in_test
10125,2026-07-28,referral,PL,android,18-24,not_in_test
10126,2025-12-19,app_store,ES,android,35-44,not_in_test
10127,2026-02-05,organic,PL,android,18-24,not_in_test
10128,2025-10-23,paid_social,ES,ios,25-34,not_in_test
10129,2025-11-16,organic,UK,ios,18-24,not_in_test
10130,2026-08-02,organic,UK,android,25-34,not_in_test
10131,2025-12-13,paid_social,UK,android,18-24,not_in_test
10132,2026-03-06,referral,ES,ios,18-24,treatment
10133,2026-08-24,app_store,PT,android,25-34,not_in_test
10134,2026-04-15,organic,ES,ios,45+,control
10135,2025-09-16,referral,PL,ios,18-24,not_in_test
10136,2026-01-09,organic,UK,ios,25-34,not_in_test
10137,2026-01-19,organic,UK,android,25-34,not_in_test
10138,2025-12-10,organic,PL,android,25-34,not_in_test
10139,2025-11-27,paid_social,UK,ios,45+,not_in_test
10140,2026-03-03,paid_social,PL,ios,25-34,treatment
10141,2026-01-16,organic,ES,ios,45+,not_in_test
10142,2025-12-17,organic,UK,ios,45+,not_in_test
10143,2026-01-29,paid_social,PT,ios,35-44,not_in_test
10144,2026-01-04,app_store,PL,ios,18-24,not_in_test
10145,2025-11-23,organic,UK,android,35-44,not_in_test
10146,2026-02-12,referral,UK,android,25-34,not_in_test
10147,2026-08-09,paid_social,PL,android,18-24,not_in_test
10148,2026-03-04,paid_social,PT,android,25-34,treatment
10149,2026-04-06,organic,PL,android,25-34,control
10150,2026-08-25,app_store,UK,android,25-34,not_in_test
10151,2026-04-12,paid_social,UK,android,25-34,control
10152,2025-11-21,paid_social,PT,ios,18-24,not_in_test
10153,2026-01-24,app_store,UK,ios,18-24,not_in_test
10154,2026-02-25,app_store,PL,ios,35-44,not_in_test
10155,2026-02-20,referral,UK,android,35-44,not_in_test
10156,2025-10-25,app_store,PT,ios,18-24,not_in_test
10157,2025-10-09,organic,UK,ios,18-24,not_in_test
10158,2026-01-06,referral,UK,android,18-24,not_in_test
10159,2026-07-30,organic,PL,ios,25-34,not_in_test
10160,2026-05-20,app_store,PT,ios,18-24,not_in_test
10161,2026-07-04,paid_social,ES,android,35-44,not_in_test
10162,2025-11-03,organic,ES,ios,35-44,not_in_test
10163,2026-01-29,paid_social,PL,ios,25-34,not_in_test
10164,2026-03-31,referral,PL,android,25-34,treatment
10165,2026-02-06,paid_social,PL,android,25-34,not_in_test
10166,2026-01-30,referral,PL,ios,18-24,not_in_test
10167,2026-01-09,organic,UK,ios,25-34,not_in_test
10168,2025-09-19,organic,PT,ios,25-34,not_in_test
10169,2026-07-10,paid_social,ES,ios,18-24,not_in_test
10170,2026-08-06,paid_social,UK,android,25-34,not_in_test
10171,2025-09-30,referral,UK,android,25-34,not_in_test
10172,2026-01-29,app_store,UK,android,45+,not_in_test
10173,2026-03-08,referral,PL,ios,18-24,treatment
10174,2026-06-13,paid_social,PL,android,18-24,not_in_test
10175,2026-08-26,paid_social,UK,android,18-24,not_in_test
10176,2026-01-30,app_store,PL,ios,18-24,not_in_test
10177,2026-05-31,referral,ES,android,25-34,not_in_test
10178,2026-08-08,app_store,UK,ios,18-24,not_in_test
10179,2026-06-30,organic,PT,android,18-24,not_in_test
10180,2025-12-15,referral,PT,android,35-44,not_in_test
10181,2026-06-25,organic,PL,ios,18-24,not_in_test
10182,2026-01-29,referral,UK,android,25-34,not_in_test
10183,2025-09-07,app_store,ES,ios,25-34,not_in_test
10184,2026-06-04,app_store,UK,ios,35-44,not_in_test
10185,2026-07-02,organic,UK,ios,45+,not_in_test
10186,2026-01-04,app_store,UK,android,35-44,not_in_test
10187,2026-02-12,organic,ES,ios,25-34,not_in_test
10188,2026-01-11,paid_social,UK,android,25-34,not_in_test
10189,2025-10-13,referral,PL,ios,25-34,not_in_test
10190,2026-08-29,paid_social,PT,ios,45+,not_in_test
10191,2025-09-09,organic,PL,ios,45+,not_in_test
10192,2026-03-22,referral,PT,ios,35-44,control
10193,2025-09-06,referral,UK,android,35-44,not_in_test
10194,2026-05-09,paid_social,PT,ios,25-34,not_in_test
10195,2026-07-25,paid_social,UK,android,25-34,not_in_test
10196,2026-04-23,referral,UK,android,35-44,control
10197,2026-04-09,paid_social,UK,ios,25-34,control
10198,2026-06-29,organic,PL,ios,25-34,not_in_test
10199,2026-08-21,paid_social,UK,ios,25-34,not_in_test
10200,2026-07-11,referral,PL,android,45+,not_in_test
10201,2025-11-24,organic,UK,android,25-34,not_in_test
10202,2026-03-25,organic,PL,android,25-34,treatment
10203,2026-06-26,app_store,UK,ios,18-24,not_in_test
10204,2025-12-17,app_store,PL,android,25-34,not_in_test
10205,2026-05-04,paid_social,ES,android,35-44,not_in_test
10206,2025-09-09,referral,UK,ios,35-44,not_in_test
10207,2026-07-17,app_store,PT,ios,35-44,not_in_test
10208,2026-04-12,paid_social,PL,ios,25-34,treatment
10209,2026-05-29,organic,UK,android,25-34,not_in_test
10210,2026-06-28,paid_social,UK,android,25-34,not_in_test
10211,2025-11-19,app_store,UK,ios,45+,not_in_test
10212,2026-02-11,referral,PT,android,25-34,not_in_test
10213,2026-07-10,organic,UK,android,18-24,not_in_test
10214,2025-10-30,app_store,ES,ios,35-44,not_in_test
10215,2026-06-27,referral,PT,ios,25-34,not_in_test
10216,2025-12-14,paid_social,PL,ios,25-34,not_in_test
10217,2026-03-29,app_store,ES,android,18-24,control
10218,2026-03-05,referral,UK,ios,18-24,control
10219,2026-05-08,app_store,PT,android,25-34,not_in_test
10220,2026-07-02,app_store,UK,ios,18-24,not_in_test
10221,2026-01-06,organic,PL,android,25-34,not_in_test
10222,2025-11-02,referral,UK,android,25-34,not_in_test
10223,2026-02-01,paid_social,ES,ios,25-34,not_in_test
10224,2026-04-11,app_store,UK,android,25-34,control
10225,2026-06-01,app_store,PL,android,35-44,not_in_test
10226,2026-06-02,app_store,ES,ios,25-34,not_in_test
10227,2026-01-02,referral,UK,ios,25-34,not_in_test
10228,2026-08-07,referral,ES,android,25-34,not_in_test
10229,2025-10-01,organic,PL,android,25-34,not_in_test
10230,2025-10-13,paid_social,PT,ios,18-24,not_in_test
10231,2025-09-10,organic,PL,ios,25-34,not_in_test
10232,2026-08-04,app_store,ES,ios,18-24,not_in_test
10233,2025-11-05,paid_social,ES,ios,18-24,not_in_test
10234,2026-04-07,paid_social,UK,android,25-34,treatment
10235,2026-06-23,organic,PT,android,45+,not_in_test
10236,2026-06-07,paid_social,ES,android,25-34,not_in_test
10237,2026-08-12,paid_social,PT,android,25-34,not_in_test
10238,2025-09-20,app_store,ES,ios,18-24,not_in_test
10239,2026-01-27,app_store,PT,ios,25-34,not_in_test
10240,2026-03-04,paid_social,UK,ios,18-24,treatment
10241,2026-05-12,app_store,ES,android,35-44,not_in_test
10242,2026-04-15,organic,PT,android,25-34,control
10243,2026-03-23,organic,UK,android,45+,treatment
10244,2025-12-21,paid_social,UK,ios,25-34,not_in_test
10245,2025-10-09,referral,UK,android,18-24,not_in_test
10246,2026-02-05,organic,PT,ios,35-44,not_in_test
10247,2025-12-04,organic,PT,ios,25-34,not_in_test
10248,2026-03-21,paid_social,ES,android,25-34,control
10249,2026-06-18,organic,UK,ios,18-24,not_in_test
10250,2026-03-21,paid_social,UK,android,25-34,treatment
10251,2026-04-01,paid_social,UK,ios,18-24,control
10252,2025-09-16,app_store,PT,ios,18-24,not_in_test
10253,2026-04-23,organic,ES,ios,25-34,treatment
10254,2026-02-07,organic,ES,android,35-44,not_in_test
10255,2025-10-16,organic,UK,android,45+,not_in_test
10256,2025-11-17,organic,PT,ios,25-34,not_in_test
10257,2026-06-12,referral,PL,android,18-24,not_in_test
10258,2026-07-31,paid_social,ES,ios,35-44,not_in_test
10259,2026-03-04,organic,PT,ios,25-34,treatment
10260,2026-08-22,app_store,PL,android,25-34,not_in_test
10261,2025-11-05,referral,PT,ios,18-24,not_in_test
10262,2025-12-19,organic,UK,ios,18-24,not_in_test
10263,2026-08-05,organic,PT,android,18-24,not_in_test
10264,2025-11-03,app_store,PT,ios,18-24,not_in_test
10265,2026-04-29,referral,ES,ios,35-44,control
10266,2025-11-19,app_store,UK,ios,25-34,not_in_test
10267,2025-12-30,organic,ES,ios,18-24,not_in_test
10268,2026-02-21,referral,UK,android,18-24,not_in_test
10269,2026-01-10,organic,PT,android,25-34,not_in_test
10270,2026-07-16,organic,ES,android,25-34,not_in_test
10271,2026-08-21,referral,UK,ios,25-34,not_in_test
10272,2026-03-02,referral,PL,ios,25-34,treatment
10273,2026-03-11,organic,PT,ios,25-34,treatment
10274,2025-09-21,organic,ES,android,25-34,not_in_test
10275,2025-11-25,referral,UK,android,18-24,not_in_test
10276,2025-09-15,organic,ES,ios,45+,not_in_test
10277,2026-07-09,organic,ES,ios,45+,not_in_test
10278,2025-11-22,organic,PT,ios,25-34,not_in_test
10279,2026-01-02,organic,PL,android,25-34,not_in_test
10280,2026-07-04,app_store,PL,android,25-34,not_in_test
10281,2026-05-18,organic,UK,ios,35-44,not_in_test
10282,2026-04-15,paid_social,PT,android,18-24,treatment
10283,2025-09-15,referral,UK,ios,18-24,not_in_test
10284,2026-03-24,organic,UK,android,35-44,control
10285,2026-03-24,paid_social,UK,ios,18-24,control
10286,2025-12-26,organic,PT,ios,45+,not_in_test
10287,2026-05-30,app_store,PL,ios,35-44,not_in_test
10288,2026-08-05,referral,PT,android,35-44,not_in_test
10289,2025-12-04,referral,UK,android,18-24,not_in_test
10290,2025-12-30,paid_social,UK,ios,18-24,not_in_test
10291,2025-12-27,app_store,PL,ios,35-44,not_in_test
10292,2026-07-01,paid_social,PL,android,25-34,not_in_test
10293,2025-09-29,paid_social,UK,android,35-44,not_in_test
10294,2026-07-24,organic,PL,ios,25-34,not_in_test
10295,2026-06-10,organic,UK,android,35-44,not_in_test
10296,2026-02-23,organic,ES,ios,35-44,not_in_test
10297,2026-04-01,organic,PL,android,25-34,treatment
10298,2026-07-23,app_store,UK,android,25-34,not_in_test
10299,2026-06-08,app_store,UK,android,35-44,not_in_test
10300,2025-12-10,organic,UK,ios,25-34,not_in_test
10301,2025-09-19,app_store,UK,ios,25-34,not_in_test
10302,2026-04-28,referral,PT,ios,45+,treatment
10303,2025-10-24,paid_social,PT,ios,35-44,not_in_test
10304,2025-10-03,app_store,UK,android,35-44,not_in_test
10305,2026-08-24,referral,ES,ios,25-34,not_in_test
10306,2026-02-20,paid_social,UK,ios,25-34,not_in_test
10307,2026-04-25,organic,PT,android,45+,control
10308,2025-11-19,organic,UK,ios,18-24,not_in_test
10309,2025-10-08,app_store,UK,ios,25-34,not_in_test
10310,2025-09-23,organic,PT,ios,18-24,not_in_test
10311,2026-01-07,organic,UK,android,35-44,not_in_test
10312,2025-09-02,organic,UK,android,25-34,not_in_test
10313,2026-01-31,paid_social,PT,ios,25-34,not_in_test
10314,2025-12-28,paid_social,PT,ios,35-44,not_in_test
10315,2026-03-11,app_store,ES,android,35-44,treatment
10316,2026-04-03,paid_social,PL,android,18-24,control
10317,2025-12-22,app_store,UK,ios,35-44,not_in_test
10318,2026-02-13,paid_social,PL,ios,25-34,not_in_test
10319,2025-09-29,paid_social,ES,ios,35-44,not_in_test
10320,2025-12-19,organic,UK,ios,18-24,not_in_test
10321,2026-08-23,organic,UK,ios,18-24,not_in_test
10322,2026-08-27,app_store,PT,ios,18-24,not_in_test
10323,2026-02-24,referral,PT,ios,18-24,not_in_test
10324,2026-08-08,paid_social,UK,ios,25-34,not_in_test
10325,2026-03-02,app_store,PT,ios,35-44,treatment
10326,2025-10-16,app_store,UK,ios,25-34,not_in_test
10327,2026-07-13,organic,PL,ios,35-44,not_in_test
10328,2026-01-30,paid_social,PT,ios,25-34,not_in_test
10329,2026-04-11,referral,UK,ios,25-34,treatment
10330,2026-04-25,app_store,UK,android,18-24,control
10331,2025-12-22,organic,PL,android,45+,not_in_test
10332,2026-05-25,organic,UK,android,25-34,not_in_test
10333,2026-03-02,paid_social,ES,android,45+,treatment
10334,2026-01-12,organic,ES,ios,25-34,not_in_test
10335,2025-12-18,organic,PL,android,25-34,not_in_test
10336,2026-05-30,paid_social,PT,android,35-44,not_in_test
10337,2025-11-30,paid_social,ES,ios,35-44,not_in_test
10338,2025-10-16,organic,PT,ios,18-24,not_in_test
10339,2026-07-18,paid_social,PT,ios,45+,not_in_test
10340,2025-12-30,organic,UK,android,18-24,not_in_test
10341,2026-04-22,paid_social,ES,ios,18-24,control
10342,2026-05-19,referral,UK,ios,18-24,not_in_test
10343,2026-07-03,app_store,UK,android,25-34,not_in_test
10344,2026-04-16,organic,PL,android,25-34,control
10345,2026-05-16,app_store,UK,android,35-44,not_in_test
10346,2026-07-02,app_store,UK,ios,25-34,not_in_test
10347,2026-08-10,paid_social,PL,ios,35-44,not_in_test
10348,2025-09-18,app_store,UK,android,25-34,not_in_test
10349,2026-05-29,organic,ES,android,25-34,not_in_test
10350,2025-11-03,organic,ES,ios,25-34,not_in_test
10351,2026-07-22,app_store,PT,android,18-24,not_in_test
10352,2025-09-18,paid_social,UK,ios,35-44,not_in_test
10353,2025-11-29,organic,PL,ios,25-34,not_in_test
10354,2025-11-09,organic,UK,ios,35-44,not_in_test
10355,2026-04-08,organic,PL,android,25-34,treatment
10356,2025-09-02,organic,UK,ios,18-24,not_in_test
10357,2025-09-07,organic,PL,ios,25-34,not_in_test
10358,2026-03-03,app_store,UK,ios,25-34,treatment
10359,2026-08-20,organic,ES,android,25-34,not_in_test
10360,2026-03-12,app_store,UK,android,25-34,control
10361,2026-02-10,organic,PL,android,18-24,not_in_test
10362,2026-04-28,organic,UK,ios,25-34,control
10363,2026-03-20,app_store,PL,android,25-34,treatment
10364,2026-01-19,organic,ES,android,18-24,not_in_test
10365,2026-04-03,organic,UK,ios,25-34,treatment
10366,2025-09-02,app_store,UK,ios,25-34,not_in_test
10367,2025-11-28,organic,UK,ios,35-44,not_in_test
10368,2026-05-04,organic,PL,ios,35-44,not_in_test
10369,2026-01-03,app_store,PL,ios,35-44,not_in_test
10370,2025-09-20,paid_social,ES,ios,18-24,not_in_test
10371,2025-10-16,referral,ES,android,35-44,not_in_test
10372,2026-07-13,organic,UK,android,25-34,not_in_test
10373,2025-12-29,organic,ES,android,45+,not_in_test
10374,2025-09-09,paid_social,ES,ios,25-34,not_in_test
10375,2026-05-24,referral,PL,ios,18-24,not_in_test
10376,2026-03-13,organic,UK,ios,25-34,control
10377,2026-02-12,app_store,PT,android,25-34,not_in_test
10378,2026-07-23,referral,PL,ios,45+,not_in_test
10379,2025-12-24,paid_social,UK,android,18-24,not_in_test
10380,2026-03-28,paid_social,UK,ios,25-34,treatment
10381,2026-05-30,paid_social,PL,android,35-44,not_in_test
10382,2026-04-10,referral,PL,ios,25-34,treatment
10383,2025-11-15,organic,UK,ios,25-34,not_in_test
10384,2026-05-07,app_store,ES,android,35-44,not_in_test
10385,2026-05-29,paid_social,UK,ios,18-24,not_in_test
10386,2025-10-15,app_store,UK,ios,25-34,not_in_test
10387,2025-10-31,app_store,UK,android,25-34,not_in_test
10388,2026-05-04,organic,PT,ios,18-24,not_in_test
10389,2025-10-14,paid_social,UK,android,45+,not_in_test
10390,2026-07-18,paid_social,PT,android,45+,not_in_test
10391,2025-10-10,paid_social,PL,android,25-34,not_in_test
10392,2026-08-21,app_store,UK,android,25-34,not_in_test
10393,2026-05-03,organic,UK,ios,25-34,not_in_test
10394,2026-02-09,paid_social,PL,android,45+,not_in_test
10395,2025-12-07,app_store,PL,android,35-44,not_in_test
10396,2026-01-04,app_store,UK,ios,25-34,not_in_test
10397,2026-05-31,organic,PL,android,35-44,not_in_test
10398,2026-06-02,app_store,PL,ios,18-24,not_in_test
10399,2025-11-15,organic,ES,android,25-34,not_in_test
10400,2026-03-17,paid_social,PT,ios,18-24,treatment
10401,2026-08-28,organic,UK,ios,35-44,not_in_test
10402,2025-12-03,paid_social,PL,ios,25-34,not_in_test
10403,2026-05-11,organic,UK,ios,18-24,not_in_test
10404,2025-11-02,organic,PL,android,25-34,not_in_test
10405,2026-07-01,organic,UK,android,25-34,not_in_test
10406,2025-11-01,app_store,ES,ios,45+,not_in_test
10407,2025-12-18,paid_social,PL,ios,25-34,not_in_test
10408,2026-02-15,referral,ES,android,18-24,not_in_test
10409,2026-01-13,referral,PL,android,35-44,not_in_test
10410,2025-11-01,paid_social,UK,ios,35-44,not_in_test
10411,2026-04-22,organic,UK,ios,25-34,control
10412,2025-09-08,organic,UK,ios,35-44,not_in_test
10413,2026-08-25,paid_social,PT,ios,25-34,not_in_test
10414,2025-09-19,app_store,ES,ios,18-24,not_in_test
10415,2025-12-31,organic,UK,android,35-44,not_in_test
10416,2026-08-05,referral,PL,ios,25-34,not_in_test
10417,2025-10-27,app_store,UK,ios,45+,not_in_test
10418,2025-09-27,app_store,PL,android,45+,not_in_test
10419,2026-05-29,organic,ES,ios,25-34,not_in_test
10420,2025-09-27,app_store,UK,ios,35-44,not_in_test
10421,2026-07-25,paid_social,UK,ios,35-44,not_in_test
10422,2026-02-12,paid_social,PT,ios,25-34,not_in_test
10423,2026-07-14,referral,UK,android,25-34,not_in_test
10424,2025-11-29,organic,UK,android,45+,not_in_test
10425,2025-10-22,app_store,UK,ios,25-34,not_in_test
10426,2026-08-17,paid_social,PT,ios,25-34,not_in_test
10427,2026-06-05,referral,ES,ios,18-24,not_in_test
10428,2026-07-29,app_store,ES,android,25-34,not_in_test
10429,2025-12-26,paid_social,PL,ios,25-34,not_in_test
10430,2026-01-26,organic,PT,android,25-34,not_in_test
10431,2026-03-30,organic,PL,android,35-44,treatment
10432,2026-02-11,app_store,PL,ios,45+,not_in_test
10433,2025-11-28,paid_social,UK,android,25-34,not_in_test
10434,2026-01-15,app_store,UK,android,35-44,not_in_test
10435,2026-04-10,paid_social,PL,ios,25-34,control
10436,2025-09-14,paid_social,ES,android,35-44,not_in_test
10437,2026-01-01,app_store,PL,android,25-34,not_in_test
10438,2025-12-16,referral,ES,ios,25-34,not_in_test
10439,2025-09-26,paid_social,UK,android,25-34,not_in_test
10440,2025-10-15,organic,UK,ios,35-44,not_in_test
10441,2026-02-28,app_store,ES,ios,18-24,not_in_test
10442,2025-10-08,referral,UK,android,25-34,not_in_test
10443,2026-01-04,paid_social,PL,android,25-34,not_in_test
10444,2026-03-24,paid_social,UK,ios,35-44,treatment
10445,2026-07-16,organic,ES,android,25-34,not_in_test
10446,2025-10-06,paid_social,UK,ios,25-34,not_in_test
10447,2026-02-06,organic,ES,ios,18-24,not_in_test
10448,2025-10-08,organic,UK,ios,18-24,not_in_test
10449,2026-02-04,app_store,UK,android,25-34,not_in_test
10450,2026-02-22,paid_social,ES,ios,18-24,not_in_test
10451,2026-06-18,app_store,UK,ios,18-24,not_in_test
10452,2026-02-08,paid_social,UK,ios,45+,not_in_test
10453,2026-08-07,organic,PL,android,18-24,not_in_test
10454,2025-10-21,paid_social,UK,ios,35-44,not_in_test
10455,2025-09-20,organic,UK,android,25-34,not_in_test
10456,2025-09-02,referral,UK,ios,18-24,not_in_test
10457,2026-01-08,app_store,PL,ios,18-24,not_in_test
10458,2025-11-10,referral,UK,android,18-24,not_in_test
10459,2025-10-04,referral,ES,ios,18-24,not_in_test
10460,2025-11-25,app_store,PT,android,35-44,not_in_test
10461,2026-08-21,referral,UK,android,45+,not_in_test
10462,2026-06-19,paid_social,PL,android,45+,not_in_test
10463,2025-09-07,referral,PL,ios,25-34,not_in_test
10464,2026-07-31,paid_social,PT,ios,18-24,not_in_test
10465,2025-11-14,organic,PL,ios,35-44,not_in_test
10466,2026-01-26,referral,PT,ios,18-24,not_in_test
10467,2025-12-29,referral,UK,android,18-24,not_in_test
10468,2026-01-26,organic,PL,ios,25-34,not_in_test
10469,2026-06-04,app_store,UK,ios,18-24,not_in_test
10470,2026-05-18,organic,ES,ios,18-24,not_in_test
10471,2026-04-05,referral,PL,ios,25-34,treatment
10472,2026-04-17,app_store,PL,ios,25-34,treatment
10473,2026-05-23,organic,PL,android,25-34,not_in_test
10474,2025-11-07,app_store,UK,ios,18-24,not_in_test
10475,2026-01-23,app_store,UK,ios,18-24,not_in_test
10476,2025-10-10,referral,UK,android,18-24,not_in_test
10477,2026-05-15,app_store,PT,android,25-34,not_in_test
10478,2026-02-07,referral,PL,android,35-44,not_in_test
10479,2026-04-20,paid_social,UK,android,18-24,treatment
10480,2026-03-25,referral,PL,ios,18-24,treatment
10481,2025-12-09,paid_social,UK,ios,35-44,not_in_test
10482,2025-10-21,organic,PL,android,25-34,not_in_test
10483,2026-08-21,organic,UK,android,25-34,not_in_test
10484,2025-12-16,paid_social,ES,android,18-24,not_in_test
10485,2025-10-10,app_store,PL,ios,18-24,not_in_test
10486,2025-12-21,app_store,PL,android,25-34,not_in_test
10487,2026-07-26,app_store,PT,android,45+,not_in_test
10488,2025-12-05,organic,PT,ios,25-34,not_in_test
10489,2026-08-26,paid_social,PL,ios,18-24,not_in_test
10490,2026-02-15,paid_social,UK,ios,35-44,not_in_test
10491,2026-07-11,organic,UK,ios,45+,not_in_test
10492,2026-04-26,paid_social,UK,ios,18-24,control
10493,2025-09-16,paid_social,PT,ios,25-34,not_in_test
10494,2026-03-05,app_store,PT,android,25-34,treatment
10495,2026-01-30,organic,UK,ios,25-34,not_in_test
10496,2025-11-13,app_store,UK,android,18-24,not_in_test
10497,2026-03-20,app_store,PL,ios,18-24,control
10498,2025-10-08,referral,PL,android,25-34,not_in_test
10499,2026-05-13,organic,PT,ios,25-34,not_in_test
10500,2026-06-27,organic,PT,ios,25-34,not_in_test
10501,2025-10-04,app_store,UK,android,35-44,not_in_test
10502,2026-02-22,organic,PT,ios,35-44,not_in_test
10503,2026-04-27,organic,PL,ios,35-44,control
10504,2025-09-23,app_store,PL,ios,45+,not_in_test
10505,2026-01-20,referral,UK,android,25-34,not_in_test
10506,2025-12-03,referral,PT,android,35-44,not_in_test
